Date,Channel,Campaign,Spend (TL),Impressions,Clicks,Acquired_Customers,Revenue (TL),Product_Cost (TL),ROI (%),CAC (TL)
2025-03-16,Organic,Holiday Discount,1730.85,9373,4338,65,18028.61,3166.35,758.67,26.63
2025-02-06,Google Ads,New Product,1588.69,31283,2324,40,2676.2,106.08,61.78,39.72
2025-02-15,Facebook,Black Friday,4770.6,56911,4596,5,6680.34,881.3,21.56,954.12
2024-06-24,Organic,New Product,3928.93,95951,252,94,6396.66,1757.77,18.07,41.8
2024-09-18,Organic,Holiday Discount,3316.63,27414,451,75,16052.76,4746.24,240.9,44.22
2024-10-15,Facebook,Summer Sale,2612.36,15378,2077,28,8488.36,408.84,209.28,93.3
2025-02-07,Instagram,Brand Awareness,878.47,84872,3900,38,12270.18,3556.39,891.93,23.12
2025-02-20,Facebook,Holiday Discount,4893.36,5700,939,81,8147.22,184.8,62.72,60.41
2024-12-28,Twitter,Summer Sale,1906.45,65143,228,87,11073.99,1825.44,385.12,21.91
2024-06-15,Google Ads,Holiday Discount,579.28,64229,2029,18,1342.57,3855.34,-533.77,32.18
2024-06-26,Twitter,Black Friday,2494.3,14901,2560,37,7543.19,1732.77,132.95,67.41
2024-11-17,Email,New Product,4376.29,91374,2932,27,17116.61,2162.8,241.7,162.08
2024-07-24,Instagram,Brand Awareness,4442.09,23597,4034,25,13852.24,4528.42,109.9,177.68
2024-12-18,Google Ads,Summer Sale,104.28,34428,2094,69,19638.4,349.52,18397.2,1.51
2024-11-03,Instagram,Brand Awareness,4437.16,36687,3033,83,15779.6,2647.76,195.95,53.46
2024-12-12,Facebook,Brand Awareness,1393.85,30493,400,27,9085.04,1843.86,419.51,51.62
2024-12-20,Google Ads,Brand Awareness,242.91,52224,4332,77,13557.98,4819.78,3497.3,3.15
2025-03-23,Email,Summer Sale,4246.56,32852,3468,54,15540.68,3972.58,172.41,78.64
2024-08-14,Affiliate,Summer Sale,4326.14,11932,3880,7,5466.7,627.94,11.85,618.02
2024-08-26,Instagram,Brand Awareness,3001.34,89545,2017,90,1294.36,4638.5,-211.42,33.35
2024-07-30,Organic,New Product,2893.45,65202,4454,78,8176.36,1071.84,145.54,37.1
2025-01-15,Google Ads,Holiday Discount,4074.95,34583,2274,27,2979.0,442.39,-37.75,150.92
2024-11-16,Facebook,Brand Awareness,3942.23,48278,4572,59,5617.1,2717.13,-26.44,66.82
2025-01-22,Google Ads,Black Friday,4456.02,94530,2837,72,18942.23,3688.43,242.32,61.89
2025-04-27,Email,Brand Awareness,2786.1,30865,4676,31,16956.94,3585.93,379.92,89.87
2024-12-05,Twitter,Summer Sale,4839.85,13289,4393,99,11890.03,2679.6,90.3,48.89
2025-05-08,Email,Holiday Discount,4980.93,94829,4361,91,8085.01,2473.83,12.65,54.74
2024-10-04,Google Ads,Black Friday,626.9,71270,4858,68,5360.17,4848.33,-18.35,9.22
2024-12-23,Facebook,Holiday Discount,4255.24,86549,487,4,11472.02,4106.38,73.1,1063.81
2025-04-22,Instagram,Holiday Discount,2524.12,36521,2408,18,10709.89,3499.23,185.67,140.23
2024-10-12,Facebook,Black Friday,1968.45,7505,3904,63,15637.54,992.15,644.01,31.25
2025-04-09,Organic,Brand Awareness,3084.71,45327,432,87,18567.6,4102.46,368.93,35.46
2024-09-08,Organic,Brand Awareness,327.03,66519,4266,96,6645.85,3753.91,784.3,3.41
2024-08-20,Email,Brand Awareness,2556.98,71221,456,76,4205.31,4960.29,-129.53,33.64
2025-05-03,Facebook,New Product,4360.91,19409,4390,52,8115.71,682.32,70.46,83.86
2024-10-16,Facebook,Brand Awareness,1106.63,20517,115,84,8807.07,3582.17,372.15,13.17
2024-08-26,Google Ads,Black Friday,2160.63,45533,3039,63,893.42,4895.83,-285.24,34.3
2024-08-17,Facebook,New Product,4700.43,31475,277,45,17247.76,2323.71,217.5,104.45
2025-02-22,Facebook,Brand Awareness,2171.39,16327,2234,12,19912.29,3672.38,647.9,180.95
2024-08-19,Email,New Product,1823.92,56344,2291,8,18471.85,4877.35,645.35,227.99
2024-07-17,Email,Black Friday,2230.66,4671,4851,22,17227.23,2746.47,549.17,101.39
2024-07-30,Google Ads,Brand Awareness,2621.29,71477,4803,91,19852.75,3501.23,523.8,28.81
2025-01-03,Facebook,Summer Sale,3178.36,92908,1562,41,18165.39,120.02,467.76,77.52
2025-05-26,Google Ads,Black Friday,4013.43,79002,979,41,13798.52,2607.93,178.83,97.89
2025-04-25,Google Ads,Holiday Discount,2287.91,51756,4086,81,3418.46,1293.89,-7.14,28.25
2024-11-19,Organic,Holiday Discount,4096.53,84822,2653,57,3211.37,673.6,-38.05,71.87
2025-04-11,Google Ads,Black Friday,2691.92,45959,1230,32,1070.72,3548.82,-192.06,84.12
2025-05-13,Facebook,Holiday Discount,1725.48,71124,1089,97,8295.43,214.67,368.32,17.79
2024-12-09,Google Ads,Black Friday,3306.86,29080,1151,95,16195.6,4526.23,252.88,34.81
2024-10-22,Twitter,Summer Sale,3602.73,25544,2149,55,9856.89,2598.51,101.47,65.5
2024-12-23,Instagram,Black Friday,2812.34,77347,563,6,7389.8,3248.19,47.27,468.72
2025-04-14,Google Ads,Brand Awareness,330.24,19733,4889,39,2273.79,1282.11,200.29,8.47
2025-05-24,Instagram,Brand Awareness,890.92,55211,3182,9,1129.89,927.32,-77.26,98.99
2025-02-20,Organic,New Product,1462.22,41696,1882,32,8043.66,1233.89,365.71,45.69
2024-10-09,Affiliate,Holiday Discount,1449.0,49093,4688,36,2088.52,1176.82,-37.08,40.25
2025-04-23,Google Ads,Holiday Discount,3383.43,48042,2507,16,2160.61,4325.22,-163.98,211.46
2024-08-23,Twitter,Black Friday,140.83,54516,2252,12,7967.43,3940.95,2759.11,11.74
2024-06-15,Twitter,Holiday Discount,3790.62,96595,2730,41,10106.58,4266.63,54.06,92.45
2024-08-01,Twitter,Brand Awareness,1363.45,38487,2148,67,3814.99,3679.66,-90.07,20.35
2024-11-30,Email,Summer Sale,1584.61,41849,3216,58,13724.25,3224.88,562.58,27.32
2025-02-24,Email,Black Friday,2663.15,15550,1977,91,8431.97,2648.82,117.15,29.27
2025-02-20,Facebook,Holiday Discount,1118.83,77400,4500,91,1929.26,1342.1,-47.52,12.29
2024-11-23,Organic,Brand Awareness,4428.13,91930,3166,9,12776.98,3532.71,108.76,492.01
2025-02-03,Instagram,New Product,472.58,85597,2937,17,7203.2,700.19,1276.07,27.8
2024-11-20,Email,Holiday Discount,2249.69,50699,4393,5,1141.2,2565.09,-163.29,449.94
2024-09-19,Facebook,Summer Sale,4254.64,79160,4678,26,18964.83,992.47,322.42,163.64
2024-12-20,Organic,Summer Sale,3098.43,91470,3580,85,11466.82,2533.7,188.31,36.45
2024-09-16,Organic,Holiday Discount,1497.03,69897,839,1,9606.64,1483.66,442.61,1497.03
2024-07-11,Google Ads,Holiday Discount,2132.76,14707,1350,1,17196.83,286.33,692.89,2132.76
2025-01-22,Organic,Brand Awareness,3548.14,2924,1997,35,18741.13,2528.47,356.93,101.38
2025-05-12,Instagram,Holiday Discount,4867.64,96023,2292,9,4484.41,925.51,-26.89,540.85
2024-08-22,Organic,New Product,4471.04,79183,1144,87,16221.88,822.55,244.42,51.39
2024-10-19,Facebook,Brand Awareness,1745.04,98270,1408,38,16638.49,1934.14,742.64,45.92
2025-04-06,Facebook,Black Friday,4991.08,30018,3706,4,1182.62,1821.7,-112.8,1247.77
2025-04-02,Twitter,New Product,67.35,88163,357,52,14267.69,4337.45,14644.23,1.3
2024-07-11,Facebook,Brand Awareness,186.77,22031,1500,19,1353.06,2831.89,-891.79,9.83
2024-06-04,Organic,Brand Awareness,4128.01,66164,2173,5,11934.0,4275.75,85.52,825.6
2024-12-07,Instagram,Summer Sale,1037.34,69237,4932,92,13417.81,751.24,1121.06,11.28
2024-08-23,Instagram,Brand Awareness,350.81,50573,2892,48,7404.47,1799.41,1497.75,7.31
2025-02-05,Facebook,New Product,1223.88,17719,1714,87,17627.67,2785.54,1112.71,14.07
2024-08-15,Instagram,Holiday Discount,2159.2,10718,3998,63,16030.18,782.58,606.17,34.27
2024-06-22,Facebook,New Product,3666.3,1056,1444,38,18526.6,657.72,387.38,96.48
2024-12-30,Google Ads,Black Friday,3140.46,16352,4122,52,6366.3,3313.78,-2.8,60.39
2025-01-23,Facebook,Brand Awareness,1226.23,48820,3684,87,528.4,3276.09,-324.08,14.09
2024-12-26,Google Ads,Brand Awareness,2541.19,69683,264,46,16248.08,1186.11,492.71,55.24
2024-08-30,Affiliate,Brand Awareness,4634.76,70073,3122,82,4537.25,1151.08,-26.94,56.52
2025-02-15,Affiliate,Brand Awareness,4084.29,89348,4104,93,9396.41,3732.32,38.68,43.92
2024-08-04,Facebook,Summer Sale,1649.79,1721,4522,92,16364.69,602.6,855.4,17.93
2024-09-26,Organic,Summer Sale,4912.21,83305,2509,9,4401.09,4617.85,-104.41,545.8
2024-12-05,Facebook,Holiday Discount,3557.67,52969,3756,50,6306.98,4719.82,-55.39,71.15
2025-04-21,Email,Brand Awareness,359.12,41194,3321,74,8837.69,4357.54,1147.54,4.85
2024-12-11,Organic,Black Friday,224.05,47556,1256,66,5509.31,1069.17,1881.76,3.39
2024-09-25,Twitter,Holiday Discount,883.62,47775,459,77,9280.3,103.67,938.53,11.48
2025-05-04,Facebook,Brand Awareness,3652.89,80882,3519,38,290.97,4684.72,-220.28,96.13
2024-06-09,Organic,Summer Sale,959.51,40883,265,27,4322.54,1732.98,169.88,35.54
2024-07-28,Facebook,Black Friday,2581.86,11911,4897,20,16667.81,1565.84,484.93,129.09
2025-05-17,Affiliate,Holiday Discount,511.64,66795,398,62,8328.29,1323.15,1269.15,8.25
2024-07-18,Google Ads,Black Friday,4608.39,21872,3701,74,12764.47,1237.79,150.12,62.28
2024-07-21,Email,Brand Awareness,1752.61,75327,2928,16,4722.53,3678.08,-40.41,109.54
2025-04-24,Email,New Product,4545.25,74072,3715,79,13032.59,4541.31,86.82,57.53
2024-12-08,Email,Black Friday,4727.13,86968,4799,13,19999.48,3934.56,239.85,363.63
2025-05-10,Google Ads,Black Friday,80.34,99286,3119,20,11946.22,3377.06,10566.12,4.02
2024-07-13,Twitter,Summer Sale,2347.47,45537,4044,24,12604.34,1453.03,375.04,97.81
2024-09-08,Google Ads,Brand Awareness,172.05,86077,3162,50,2319.24,2743.88,-346.81,3.44
2025-01-08,Email,Black Friday,4548.03,17860,52,7,8127.29,1200.1,52.31,649.72
2025-01-07,Google Ads,Brand Awareness,2616.12,71819,1167,87,17228.43,575.31,536.56,30.07
2025-02-27,Facebook,Summer Sale,420.97,31743,1132,88,16702.01,619.06,3720.45,4.78
2024-06-10,Instagram,Brand Awareness,595.87,43559,4552,29,10495.74,3026.77,1153.46,20.55
2024-07-12,Facebook,Summer Sale,1948.37,73941,1567,5,18078.74,211.63,817.03,389.67
2024-08-15,Google Ads,Summer Sale,4704.16,97717,4896,35,2944.45,4866.81,-140.87,134.4
2024-10-27,Google Ads,Holiday Discount,3479.9,33205,1945,65,13197.97,4977.42,136.23,53.54
2024-06-22,Facebook,Brand Awareness,4344.71,90944,3629,82,5052.78,764.13,-1.29,52.98
2025-04-09,Organic,New Product,1863.96,18645,2683,70,12946.67,2147.97,479.34,26.63
2024-12-28,Twitter,Holiday Discount,263.91,72859,2429,87,1839.25,3845.02,-860.02,3.03
2024-11-25,Google Ads,Summer Sale,4872.87,72473,1062,74,18877.82,4776.23,189.39,65.85
2025-03-28,Facebook,New Product,135.01,51734,4314,7,15748.01,4458.78,8261.77,19.29
2024-11-21,Google Ads,Black Friday,4740.88,31431,2873,44,4099.14,1288.68,-40.72,107.75
2025-01-25,Google Ads,Black Friday,1874.95,61914,898,72,12781.8,444.28,558.02,26.04
2024-12-31,Email,Holiday Discount,99.95,18882,1754,13,15207.0,1457.87,13656.01,7.69
2024-07-20,Email,New Product,3461.33,91860,4143,94,4267.97,2197.44,-40.18,36.82
2025-04-02,Google Ads,Brand Awareness,4903.67,79539,255,82,1957.27,1812.49,-97.05,59.8
2024-06-22,Google Ads,New Product,4829.85,44346,1942,78,7100.42,3873.87,-33.2,61.92
2024-07-29,Google Ads,Holiday Discount,846.64,91642,570,75,2801.51,1303.78,76.9,11.29
2024-12-01,Organic,Brand Awareness,947.18,13979,3626,38,11357.66,4296.01,645.54,24.93
2024-12-11,Affiliate,Brand Awareness,2849.42,45828,2401,13,8539.89,1143.66,159.57,219.19
2024-07-08,Google Ads,Black Friday,3204.66,8228,2184,54,9302.24,1819.53,133.49,59.35
2024-09-01,Google Ads,New Product,3710.12,75836,4888,44,10902.98,2250.09,133.22,84.32
2025-04-06,Twitter,Brand Awareness,946.2,75217,2525,97,19642.84,1470.27,1820.58,9.75
2025-02-18,Twitter,Holiday Discount,4797.09,74803,4595,13,15873.45,3836.53,150.92,369.01
2024-09-08,Facebook,Black Friday,3211.76,71908,835,25,12626.48,2059.55,229.01,128.47
2025-04-07,Google Ads,Brand Awareness,4242.88,39918,4147,24,7337.74,4437.39,-31.64,176.79
2025-03-31,Google Ads,New Product,2723.33,11920,2840,29,638.68,4818.67,-253.49,93.91
2025-02-11,Instagram,Black Friday,2100.67,83392,2207,70,2418.9,4301.84,-189.64,30.01
2025-05-25,Facebook,New Product,4887.06,28785,728,18,14644.26,2622.67,145.99,271.5
2025-02-16,Google Ads,New Product,2931.5,83757,3578,92,7447.16,2558.85,66.75,31.86
2024-11-15,Instagram,New Product,4341.02,26178,3609,5,6755.3,1095.05,30.39,868.2
2024-09-10,Google Ads,Black Friday,4768.8,72997,420,18,17790.67,2969.54,210.79,264.93
2024-06-14,Organic,Brand Awareness,3393.01,84401,2987,63,9741.73,4764.57,46.69,53.86
2025-04-13,Facebook,Summer Sale,2767.25,15052,771,37,18001.58,421.42,535.29,74.79
2024-06-09,Google Ads,Brand Awareness,67.38,96906,4450,71,17744.11,3767.24,20643.35,0.95
2024-07-23,Instagram,Black Friday,248.1,73868,973,55,1695.61,4350.31,-1170.01,4.51
2024-07-26,Facebook,Summer Sale,1044.21,50383,885,73,18912.72,4933.78,1238.71,14.3
2025-01-06,Affiliate,Summer Sale,970.74,1327,2543,99,1631.4,1687.09,-105.74,9.81
2024-09-03,Instagram,Summer Sale,1311.06,89301,3029,12,19273.77,1790.76,1233.5,109.26
2025-01-26,Facebook,Holiday Discount,1559.43,71775,2375,52,9107.04,1164.28,409.34,29.99
2025-02-13,Organic,Black Friday,1832.32,76614,3974,57,15241.13,3949.54,516.25,32.15
2024-12-23,Facebook,Holiday Discount,2131.66,8038,2474,46,14152.27,717.4,530.25,46.34
2025-01-03,Twitter,Summer Sale,539.39,9048,4571,44,10418.05,1353.48,1580.52,12.26
2025-01-05,Facebook,Holiday Discount,259.69,95207,3176,24,12427.15,1490.41,4111.46,10.82
2025-01-30,Instagram,Holiday Discount,3386.03,15954,2426,9,19003.37,1887.15,405.5,376.23
2024-07-15,Google Ads,Black Friday,2709.81,58541,503,12,18554.29,2119.89,506.48,225.82
2024-08-28,Facebook,New Product,2248.51,46471,3509,9,13121.09,2803.94,358.84,249.83
2025-02-27,Organic,Holiday Discount,3190.48,69315,4909,22,13188.6,4742.9,164.72,145.02
2025-04-02,Organic,Holiday Discount,4147.01,14225,3551,17,5014.08,1251.45,-9.27,243.94
2024-06-18,Google Ads,Summer Sale,2167.08,99077,3597,33,16589.61,3900.52,485.54,65.67
2024-10-13,Google Ads,Summer Sale,3223.54,86256,1198,47,12688.81,3388.42,188.51,68.59
2025-02-02,Organic,Summer Sale,4770.18,14531,572,88,16542.35,597.93,234.25,54.21
2024-07-16,Twitter,Brand Awareness,4206.14,71871,4627,15,13191.26,4055.68,117.2,280.41
2024-08-24,Google Ads,Holiday Discount,2158.7,10530,171,93,6056.47,471.25,158.73,23.21
2025-01-23,Instagram,Summer Sale,3241.35,60035,3668,96,3870.68,3699.85,-94.73,33.76
2025-01-21,Facebook,Black Friday,926.5,25791,4726,33,1631.62,3584.62,-310.79,28.08
2025-04-02,Twitter,Brand Awareness,2824.58,2649,3772,93,11761.3,3453.22,194.14,30.37
2025-01-28,Google Ads,New Product,4907.58,14472,3133,15,5752.62,1397.93,-11.27,327.17
2025-05-29,Google Ads,Holiday Discount,2615.66,69398,2222,27,12647.14,2875.37,273.59,96.88
2024-10-03,Organic,Holiday Discount,4641.81,91721,2756,98,1267.26,3812.66,-154.84,47.37
2024-08-13,Google Ads,Black Friday,2066.31,28134,4863,61,7575.69,3195.21,112.0,33.87
2025-02-23,Instagram,New Product,4994.28,67453,3357,68,5285.01,4025.44,-74.78,73.45
2025-01-24,Facebook,New Product,2917.14,13444,3692,82,7469.65,3445.65,37.94,35.57
2025-02-01,Facebook,Brand Awareness,259.23,42121,2867,85,1180.24,1386.76,-179.67,3.05
2025-04-12,Facebook,Holiday Discount,2954.44,87057,4551,48,14511.21,782.22,364.69,61.55
2025-03-02,Instagram,Summer Sale,1409.13,39217,1534,8,2422.28,3167.26,-152.87,176.14
2024-10-05,Google Ads,Black Friday,210.78,23066,326,6,386.61,3803.6,-1721.12,35.13
2024-08-31,Instagram,Black Friday,4113.22,69347,1298,63,18931.15,728.77,342.53,65.29
2024-11-22,Organic,Black Friday,1414.86,37189,1174,84,3938.24,890.61,115.4,16.84
2024-11-19,Organic,Black Friday,3992.92,75826,2951,2,16578.42,80.11,313.19,1996.46
2025-03-22,Google Ads,Summer Sale,1476.68,64477,1707,22,19292.96,2668.11,1025.83,67.12
2024-08-25,Google Ads,Summer Sale,1011.92,36489,1803,21,10729.01,2720.61,691.41,48.19
2024-06-15,Facebook,Brand Awareness,4870.98,28284,4652,6,10569.75,2510.38,65.46,811.83
2024-09-25,Facebook,Holiday Discount,1840.14,25698,3708,96,7411.6,1593.73,216.16,19.17
2025-03-15,Facebook,Summer Sale,3026.81,44660,3452,70,8569.34,2150.5,112.07,43.24
2024-12-27,Email,Brand Awareness,3069.41,20637,4382,13,9693.3,3835.86,90.83,236.11
2025-01-06,Google Ads,New Product,2824.34,49024,801,1,3126.68,925.35,-22.06,2824.34
2025-03-05,Google Ads,Holiday Discount,4577.74,61405,214,22,7358.26,1023.71,38.38,208.08
2024-11-26,Facebook,Summer Sale,3388.48,62305,1742,24,16340.56,3341.55,283.62,141.19
2024-08-18,Email,New Product,2048.48,34556,2006,64,3729.72,4337.17,-129.65,32.01
2024-10-22,Google Ads,Brand Awareness,4318.78,83176,3910,41,14624.08,1715.16,198.9,105.34
2025-03-22,Email,Summer Sale,946.26,70561,2825,94,13066.57,4665.07,787.86,10.07
2025-04-13,Facebook,Summer Sale,2743.97,98012,3339,22,1240.23,307.23,-66.0,124.73
2025-02-25,Twitter,New Product,4755.22,73277,1818,61,546.33,610.23,-101.34,77.95
2024-10-04,Twitter,Summer Sale,3145.72,4654,2473,12,7115.32,2310.6,52.74,262.14
2024-11-07,Facebook,Black Friday,4093.99,41428,4576,90,13874.19,3622.96,150.4,45.49
2024-10-24,Google Ads,Summer Sale,3285.13,39036,3746,4,6675.32,1866.77,46.37,821.28
2024-06-23,Facebook,Holiday Discount,4204.89,45549,832,83,13387.89,2782.64,152.21,50.66
2025-04-21,Google Ads,New Product,4725.22,96379,3828,80,13342.62,162.28,178.94,59.07
2025-02-19,Email,Holiday Discount,1400.96,66355,1004,12,16150.44,2319.93,887.22,116.75
2024-08-14,Organic,Brand Awareness,889.82,63119,2042,33,2079.76,1228.03,-4.28,26.96
2024-09-18,Email,Holiday Discount,2445.75,90096,1709,21,11584.86,2591.52,267.71,116.46
2024-10-20,Organic,Black Friday,3524.22,47257,190,73,1343.69,2638.65,-136.74,48.28
2024-06-07,Facebook,Black Friday,1174.6,16987,769,72,3601.35,3770.73,-114.42,16.31
2025-05-07,Google Ads,Holiday Discount,70.3,21810,1700,84,6577.47,2708.41,5403.64,0.84
2024-09-22,Organic,Brand Awareness,1747.53,21311,3623,74,14177.05,3079.06,535.07,23.62
2025-05-20,Facebook,Summer Sale,4845.85,55478,3524,96,19480.17,2657.64,247.15,50.48
2024-09-26,Email,Black Friday,3490.09,35920,1065,92,6916.16,4952.08,-43.72,37.94
2024-07-09,Facebook,Holiday Discount,2036.56,9738,4433,74,10470.78,3962.26,219.58,27.52
2025-02-19,Google Ads,Holiday Discount,1003.25,74424,392,72,5255.21,3783.11,46.73,13.93
2024-08-13,Affiliate,Holiday Discount,1812.64,63232,3233,52,13542.24,3143.75,473.67,34.86
2024-12-01,Google Ads,Summer Sale,890.71,6474,2751,47,7395.06,2651.29,432.58,18.95
2024-10-19,Affiliate,New Product,576.21,60026,1025,97,9683.76,1736.89,1279.16,5.94
2024-09-22,Affiliate,Brand Awareness,4538.37,67024,2633,59,11399.48,3924.16,64.71,76.92
2025-01-03,Organic,New Product,4988.37,51974,3170,47,13756.22,964.25,156.44,106.14
2025-02-23,Email,Brand Awareness,862.37,25144,1873,56,1295.03,202.01,26.75,15.4
2024-09-15,Instagram,Brand Awareness,319.89,6622,4476,13,11142.53,3496.9,2290.08,24.61
2024-07-09,Twitter,Holiday Discount,1682.17,53273,4510,44,8680.17,741.36,371.94,38.23
2025-05-26,Facebook,Black Friday,2335.21,98366,60,35,2761.93,4521.05,-175.33,66.72
2025-05-14,Instagram,Holiday Discount,1063.87,40214,4654,29,4239.93,3857.99,-64.1,36.69
2024-08-23,Email,Summer Sale,1542.05,94184,2677,56,17689.41,3019.18,851.35,27.54
2024-06-28,Facebook,Brand Awareness,1044.31,99233,1518,5,17448.34,1583.34,1419.18,208.86
2024-09-25,Facebook,Black Friday,3882.59,58993,1163,67,763.27,3196.95,-162.68,57.95
2024-09-14,Facebook,Brand Awareness,3577.26,26223,671,53,13819.09,2394.75,219.36,67.5
2024-12-21,Instagram,Brand Awareness,3193.01,22865,950,60,11128.33,1469.92,202.49,53.22
2024-06-24,Twitter,Holiday Discount,1966.73,75108,3797,6,18802.34,4726.49,615.7,327.79
2024-12-29,Google Ads,Black Friday,4549.75,64649,4114,48,18169.31,826.21,281.19,94.79
2024-12-03,Twitter,Black Friday,4849.19,44026,1521,80,11633.28,3771.85,62.12,60.61
2024-12-18,Email,Brand Awareness,909.51,90037,3153,35,2865.2,4004.19,-225.23,25.99
2025-04-27,Organic,Black Friday,1153.91,60207,376,18,9250.32,4759.94,289.14,64.11
2024-12-02,Instagram,Black Friday,2651.87,27866,123,11,14530.77,2756.09,344.01,241.08
2025-02-18,Organic,Holiday Discount,501.69,13416,300,51,19039.56,2683.68,3160.16,9.84
2024-09-04,Google Ads,New Product,2210.42,26775,2547,23,7340.21,4603.04,23.83,96.11
2024-07-11,Organic,Summer Sale,2929.87,30080,2452,47,15714.96,4009.44,299.52,62.34
2025-03-26,Google Ads,New Product,2634.26,71423,4678,75,13698.48,3822.91,274.89,35.12
2024-12-13,Twitter,Black Friday,1688.0,20374,345,59,1658.03,3949.9,-235.77,28.61
2024-07-04,Affiliate,Brand Awareness,2735.11,59451,347,57,11203.74,2476.04,219.1,47.98
2025-04-17,Facebook,Summer Sale,4796.06,53599,351,93,3751.83,226.26,-26.49,51.57
2025-04-16,Google Ads,Summer Sale,1069.79,83141,4657,56,13702.63,1007.36,1086.71,19.1
2024-08-18,Organic,Brand Awareness,3291.42,16684,634,27,12240.69,3222.1,174.0,121.9
2025-05-18,Facebook,Summer Sale,264.81,25002,3674,73,19463.66,1992.91,6497.47,3.63
2025-02-24,Twitter,Brand Awareness,378.76,92551,1684,35,18714.12,3041.72,4037.82,10.82
2024-08-01,Google Ads,Summer Sale,2781.55,23972,102,55,286.52,2767.36,-189.19,50.57
2024-09-19,Google Ads,New Product,569.45,67153,2326,9,1692.59,2204.53,-189.9,63.27
2024-09-30,Affiliate,Summer Sale,160.62,47404,2737,18,15405.77,1188.95,8751.21,8.92
2025-04-25,Email,Holiday Discount,898.99,7309,2894,44,13744.3,3600.42,1028.36,20.43
2024-10-27,Organic,Brand Awareness,2846.0,85675,4936,21,16038.82,4547.04,303.79,135.52
2024-06-27,Facebook,Summer Sale,3531.54,69326,4640,56,5409.62,3854.42,-55.96,63.06
2025-03-01,Email,Brand Awareness,1052.27,8826,4998,48,17001.52,617.79,1456.99,21.92
2024-09-08,Instagram,Holiday Discount,3357.88,13134,2768,1,8904.15,2698.99,84.79,3357.88
2025-02-26,Email,Summer Sale,953.26,20693,3985,27,5311.98,4180.12,18.74,35.31
2025-03-01,Email,Summer Sale,3086.61,5054,712,45,311.09,2963.09,-185.92,68.59
2025-02-04,Instagram,Holiday Discount,2089.2,17090,57,63,17440.14,2209.05,629.04,33.16
2025-02-14,Facebook,Holiday Discount,3286.31,90344,3733,58,10753.34,1437.04,183.49,56.66
